epoch,supply,reserve_balance,participants,validators,raw_delta_c,effective_delta_c,reproduction_applied,state_hash
113,1714.43748387,931.13729508,100,5,17.06458113,7.72340187,0.25596872,87cc27ab714bf9666755a34e4f3039e09f75c192cd49debf0badf6219bcd3ad3
114,1722.45036583,937.08470253,100,5,17.14437484,7.75571634,0.25716562,ea263105e8ba45fdc930e6050a2e70aae2b83b525dbfc367f55ac7ce2876542d
115,1730.4968643,943.05683972,100,5,17.22450366,7.78813092,0.25836755,3e058a3c99de212d3ad792ea26e3073128bfe4e149a8e0fc01b594a361693ad4
116,1738.57708443,949.05378167,100,5,17.30496864,7.8206456,0.25957453,d862f8efa9e7ef28e60d25736aab53aaa1e1a73d8a10fbb7d16d3951b88f59ec
117,1746.69113133,955.07560338,100,5,17.38577084,7.85326034,0.26078656,05e495cb397bb83a405e9ac559697c9bd1c8a480d9650a9339b667ad43bc4907
118,1754.83911013,961.12237981,100,5,17.46691131,7.88597513,0.26200367,724c6994c4eb61233d531bc3df83d30a298da78899cfad93a89ba4aa8bd2b949
119,1763.02112591,967.19418587,100,5,17.5483911,7.91878991,0.26322587,98d73f1ddc447382c8bc4f720a584b17a082e50ccbf432c1ff9623fa563cd82f
120,1771.23728374,973.29109643,100,5,17.63021126,7.95170466,0.26445317,5f5093edcd41e50d4810decccadd45f26a4acc5547db4327844ef9442e582b31
121,1779.48768866,979.4131863,100,5,17.71237284,7.98471933,0.26568559,49800f0ea0aed0d7df5cc13a76c1c9ad71428d4c9a38d3756ebb12a1c717c2a8
122,1787.77244569,985.56053025,100,5,17.79487689,8.01783388,0.26692315,d149393a015f41703588a2a148640901c31faa5b562cd5e8cf41c56028ee8427
123,1796.09165981,991.73320298,100,5,17.87772446,8.05104825,0.26816587,3b9032943895574747e7f7dac654eaeb63390888f26096bde21630e440613140
124,1804.44543596,997.93127915,100,5,17.9609166,8.0843624,0.26941375,f8a251d882a923840756e98370b2f72e0426b7fc87afc6bbc6c027a07e51deb8
125,1812.83387903,1004.15483333,100,5,18.04445436,8.11777625,0.27066682,ecb731b9c13d31258d16ef763aec2403eefe226ac0c3c8c006e471fe7583354e
126,1821.25709387,1010.40394006,100,5,18.12833879,8.15128976,0.27192508,3594df2958345269dda822787311a5394d79120c965b9db3e0491467e78034a6
127,1829.71518529,1016.67867379,100,5,18.21257094,8.18490286,0.27318856,88a1c7d8fddf4831a09f239c6b7a2aaa1d7aa5ff723601023ec9798831f1ccf7
128,1838.20825803,1022.97910888,100,5,18.29715185,8.21861546,0.27445728,907b0c93b79b41b42e2b54fe809afc7a840b86a6c66330663dfe6c23d9b74224
129,1846.73641678,1029.30531965,100,5,18.38208258,8.25242751,0.27573124,dcc920310f6abc049cff1e40e0128f25179f9c4e6e138e40baf6836189fff3bd
130,1855.29976616,1035.65738033,100,5,18.46736417,8.28633892,0.27701046,c452920bb76d18f9a0cf76e70a8acf9e5fdb6554c5111ee977b0fc41c3264b5a
131,1863.89841072,1042.03536505,100,5,18.55299766,8.3203496,0.27829496,c2213b56aa6bedd98de2f03b7f576d3c97b1ec6527b9e3d0963895d21ed0bcd0
132,1872.53245496,1048.43934787,100,5,18.63898411,8.35445948,0.27958476,cd0af1eed4bcacf47134e59a598449b10cc88748f74343ffa4d2a556ecd30ad9
133,1881.20200327,1054.86940275,100,5,18.72532455,8.38866844,0.28087987,680ef5f6ee46a52df313c1c4797194fb07a44942418976e7428a80342413e379
134,1889.90715998,1061.32560358,100,5,18.81202003,8.42297641,0.2821803,a662a1a0e2d07aedaf7b947f0c2198cc05195d5a3aedacd66f4e7bcb3d5d351c
135,1898.64802933,1067.80802413,100,5,18.8990716,8.45738328,0.28348607,698fe992b56fe7b68df0a66d18fad3fc8a891980c07a6fdc671e2d1e06cc28b4
136,1907.42471547,1074.31673808,100,5,18.98648029,8.49188894,0.2847972,8b94430e3f9a33b97cc215f71a0c825410f49b2513209096a456c12c7aac142c
137,1916.23732246,1080.85181899,100,5,19.07424715,8.52649328,0.28611371,be0da54901dc5ea3ac5d8bb2cf928a3646c68c383a43f6f1c631070cd6b9b1ee
138,1925.08595426,1087.41334035,100,5,19.16237322,8.5611962,0.2874356,dec35bcfc2acf5924e187d797a3008fa7e5dd47fb81abc2085bb608180689457
139,1933.97071472,1094.00137552,100,5,19.25085954,8.59599757,0.28876289,793fee8b0edaecad5557989811d51a5eac9d7a44aeac58fec8da3790dbe933c3
140,1942.89170759,1100.61599772,100,5,19.33970715,8.63089726,0.29009561,2b0a8be494650f7fc2e410995b7f5626a4aaab4188e657e6abc27a1865097aa9
141,1951.8490365,1107.25728008,100,5,19.42891708,8.66589515,0.29143376,f362bead27543aef7227fb33e5ae0e6162063ea7ead439e4fd8d9b33ca4b20c7
142,1960.84280497,1113.92529561,100,5,19.51849037,8.70099111,0.29277736,a969295b93b40876971673f93c7708ee0737ffbd750680ce01e8ac3a9d88b4cf
143,1969.87311639,1120.62011719,100,5,19.60842805,8.736185,0.29412642,1579e76945e0d3a79304e24c45cd563ceb0ec7abf49717c12c8b19137fb9b439
144,1978.94007403,1127.34181756,100,5,19.69873116,8.77147667,0.29548097,6eb5fe2a4c601eb6a6cfbf86b2fe68f132e6d477b370d072035852d350b981c8
145,1988.04378102,1134.09046933,100,5,19.78940074,8.80686598,0.29684101,a5f1e3dff926568ab08423d399e4dd6b72cc36a3b6ea02018e0a0220ead87c21
146,1997.18434036,1140.86614498,100,5,19.88043781,8.84235277,0.29820657,c96668cc750c20af496bfbd4a7341c337cdc15144fcda9d3d9c50d1219084399
147,2006.36185491,1147.66891685,100,5,19.9718434,8.8779369,0.29957765,1e45a7a346adc100ec338966edb16e312b63abe3a62412f03205c5543939d14e
148,2015.57642738,1154.49885712,100,5,20.06361855,8.91361819,0.30095428,6352d4b3aa0809d52dc07290d8f96a3ae9f5a86a67ecb5be249ebd6958092e15
149,2024.82816033,1161.35603785,100,5,20.15576427,8.94939649,0.30233646,8e55f91a262603da262ebf52d2a976d948f402f93b6bca4e466a82c621187f9f
150,2034.11715616,1168.24053092,100,5,20.2482816,8.98527161,0.30372422,66df6004de6984981bf8b604162bd42579b9e7c4723bda7f8781fd2bbde94cf8
151,2043.44351712,1175.15240806,100,5,20.34117156,9.02124339,0.30511757,55702efb2e10e5ec39a1b88bccaeae03adfcac455b4139c151f5f8abfdcadcef
152,2052.80734529,1182.09174084,100,5,20.43443517,9.05731164,0.30651653,c2919d4d1a6e24b754431a82892f39834bdd5c51eb4609935aa2778314c097c4
153,2062.20874256,1189.05860068,100,5,20.52807345,9.09347617,0.3079211,354826d0505634b7f1cd1f756132ff37f9ccbd1aa91db348fcb2078def698cb8
154,2071.64781067,1196.05305881,100,5,20.62208743,9.1297368,0.30933131,b055536b070a147d286dc185eea5c62579ffe0c7f7b3d3369bfac94c2237c147
155,2081.12465116,1203.0751863,100,5,20.71647811,9.16609332,0.31074717,32123b380cd896199149a10bd9f89d55fe3f80156ea7ce90a45bc016ef2c0565
156,2090.63936539,1210.12505402,100,5,20.81124651,9.20254553,0.3121687,d929e122b4e03f9f083f9e83215dbca494d09bf1a2e410998238228a44585fe0
157,2100.19205452,1217.2027327,100,5,20.90639365,9.23909323,0.3135959,eb66134935d786abd7268245e13b08fffe1ec40e32a6a341b528d8f34f07b4bc
158,2109.78281953,1224.30829285,100,5,21.00192055,9.2757362,0.31502881,001a5d02efea5ae2217f479b98a4c0077e185f9675a5a1183c6435de438851e7
159,2119.41176118,1231.44180481,100,5,21.0978282,9.31247423,0.31646742,3ab3be9bcc49de07b7c4fdddb68494759cfe05c681b982f73685da7bfcc6b36b
160,2129.07898002,1238.60333871,100,5,21.19411761,9.34930708,0.31791176,c07d65593e0d58eab174af0ebf86d0d7c5818d2d684fe7363e2047db66aa0aa0
161,2138.78457641,1245.79296449,100,5,21.2907898,9.38623454,0.31936185,3d2bf132e9eecc92ea60ffee9d89b7dd2b91c457d4ef28e88e83bffd8f02556e
162,2148.52865046,1253.01075189,100,5,21.38784576,9.42325636,0.32081769,967a3c482e44937a936b4aea3e995330676b27c822a0b2b46d3020dc4ed0bacc
163,2158.31130208,1260.25677045,100,5,21.4852865,9.46037232,0.3222793,db41c17a8a8bd6efd715f675d567e07d8fcd79db0d65f26e0fe4ee14c8eadbbb
164,2168.13263094,1267.53108948,100,5,21.58311302,9.49758216,0.3237467,f623baf58fb53c0acb51114e3520c0a6f8bf23a2fa01af1f61166b3eccd156bc
165,2177.99273646,1274.83377809,100,5,21.68132631,9.53488563,0.32521989,d0b10d57218babd55a7a9ec3f7e30d08d1cd31ceb4d0dcfda4510b1e254d712e
166,2187.89171784,1282.16490516,100,5,21.77992736,9.57228247,0.32669891,8383b175c1092417a0cee22be056388c36ef8004f43b64e2782838b6999393e6
167,2197.82967403,1289.52453934,100,5,21.87891718,9.60977243,0.32818376,92e39a53ce577f05dd2e18f1fde256e54eac4623e670cf1f95b0ffded0e4a56a
168,2207.80670372,1296.91274908,100,5,21.97829674,9.64735524,0.32967445,85eca3e8d1075b0a5d15358425af17042f9ffb1427312cc3f39de0bdd2d9d968
169,2217.82290535,1304.32960257,100,5,22.07806704,9.68503062,0.33117101,57cf5fb78b5810288a405b592e4f1fb485a6ce48bcde20788ee4b593e189c428
170,2227.87837708,1311.77516776,100,5,22.17822905,9.72279829,0.33267344,8bb6dcc90e1bb0088ae215f7d2aebf540a404fd653e1effb33e9d97aa8aeff46
